Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
S'allonger (depuis position debout),Maison,1.631180,1.598862,1.165512,0.829117,2.185440,0.161133,3.879333,3.204163,0.976364,-1.440582,-2.025970,-3.936539,-10.335037,-5.987167,-9.932816,-28.770401,-9.108017,-9.443207,-10.722900,-8.666290,7.502014,7.824036,7.227875,7.280548,6.575455,6.119354,4.166885,2.625031,6.587433,6.945358,9.788483,7.341599,5.147308,0.973022,1.087952,0.297867,-2.518921,1.049637,2.432297,1.189697,5.267807,6.576233,6.705521,5.417450,7.007202,8.288086,4.445404,5.217529,6.312881,10.624832,5.160065,7.804459,2.383987,-2.097961,-1.609543,-8.909454,0.229202,0.090347,1.139008,0.557220,14.401001,15.999130,15.098907,13.527115,15.768097,14.568573,12.491623,11.046722,13.876678,16.129608,12.922577,11.209518,-2.803741,-7.112106,-10.454407,-37.381989,-11.397736,-8.303223,-7.151596,-6.919373
S'allonger (depuis position debout),Maison,0.098892,-0.126160,0.911713,-0.229111,1.307953,1.877777,-0.836044,0.066559,2.398514,2.366196,2.519424,0.304794,-4.265747,-4.020340,-9.343842,-13.097946,-28.936798,-1.547119,-3.315247,-11.234070,8.374695,9.200699,8.630875,7.549896,8.032333,8.458496,10.387024,7.735443,5.712341,5.622559,5.882339,4.381165,4.293777,2.150970,8.487228,-5.873199,6.678406,-3.671722,-0.579620,3.236740,4.432236,4.402298,4.635742,7.438156,3.338074,5.483292,4.939804,7.681168,4.838043,7.814041,8.981216,2.703613,-0.244843,2.170914,-4.378433,-34.732117,-13.727783,-8.199585,1.552002,0.369278,12.905823,13.476837,14.178329,14.758942,12.678360,15.819565,14.490784,15.483170,12.948898,15.802795,17.382980,7.389572,-0.216812,0.301544,-5.235046,-53.703262,-35.986176,-13.418427,-2.342865,-7.628052
Se lever (depuis position allongée),Maison,13.768585,13.751816,12.905472,12.260239,6.850540,5.768356,2.250076,-0.473328,1.121216,2.112411,0.969177,1.178680,-0.303345,-0.637329,-0.481705,-0.429031,-0.956955,-0.415863,-1.378342,-0.278198,-0.008591,-2.212463,2.768677,2.700439,4.558350,4.755859,4.895920,6.053528,6.875931,7.815659,6.782562,6.485672,5.233505,5.216751,5.644119,6.976486,7.084229,6.454544,6.222305,6.798111,-0.621933,-4.628632,2.714386,6.090210,4.180847,2.486938,3.490112,3.537994,9.082962,17.217270,15.486267,7.991211,5.975296,6.482864,4.197601,4.245483,4.847626,7.616516,8.241409,7.634476,13.138062,6.910721,18.388535,21.050888,15.589737,13.011154,10.636108,9.118195,17.080109,27.145340,23.238007,15.655563,10.905457,11.062286,9.360016,10.792938,10.974899,13.655197,13.085373,14.154388
Se lever (depuis position allongée),Maison,9.785828,10.184464,11.537186,9.399170,8.394791,11.680832,13.404663,12.061523,10.727951,5.786316,3.987076,1.930450,1.631180,2.008270,1.725754,4.056503,6.619492,0.843491,0.617233,0.151566,-1.279922,-1.648621,-2.415970,-0.840576,-1.451111,-4.050003,-4.192459,-2.377655,-1.773117,0.425949,4.400330,5.352020,7.849167,7.715103,8.360336,8.500397,8.894241,7.516373,5.323288,3.935852,0.266327,0.200485,3.649323,-3.346527,-1.785507,1.846497,-3.424347,-3.577576,1.368851,5.394699,5.394699,5.182816,4.052750,3.559540,5.970505,14.736877,19.580338,10.902557,4.982895,4.674042,8.772232,8.736328,12.770538,5.212067,5.158173,9.477325,5.787857,6.106293,10.323685,11.606964,13.782104,12.465286,13.533096,13.282913,16.056595,27.293777,35.094070,19.262421,10.923416,8.761459
Se lever (depuis position allongée),Maison,9.828918,9.761887,10.452606,10.787796,10.932648,12.669647,11.236710,12.498459,8.372055,6.325012,4.068481,3.066498,1.747299,-0.354813,0.649551,2.048965,2.697800,1.809540,-0.804916,-1.249054,-1.094376,-1.160202,-0.807068,-1.990997,-1.939514,-4.125427,-3.897980,1.066406,1.159775,3.702408,4.517639,4.760651,7.098587,7.583420,9.210281,12.082123,9.823196,6.095413,4.206390,4.822906,0.077179,0.061615,1.354477,-1.747208,-2.583984,-1.135483,-3.129852,-4.334137,7.275345,4.830872,1.484970,3.707977,1.335327,3.254288,15.821442,16.217682,10.179504,5.550323,6.565460,4.329285,8.811722,8.663300,11.000015,7.049591,6.409149,7.408737,4.208878,9.230728,16.807175,14.858292,10.071091,11.535126,10.181213,10.482895,25.681274,30.348770,22.700500,13.455276,9.966934,7.903137
Se lever (depuis position allongée),Maison,10.063553,11.643723,9.448242,9.668518,14.212708,8.392395,11.622177,5.680969,5.837784,5.402039,3.656677,2.477524,1.117615,1.046997,3.849411,4.837006,-0.624161,0.205429,-0.002869,-0.436218,-1.921570,-1.208099,-0.437164,-1.275131,-2.178940,-2.901993,2.076752,2.316177,3.801773,4.643341,5.727905,7.207520,9.278503,10.329559,10.436111,10.504349,6.297729,3.419907,4.470947,7.262589,2.877197,1.959015,0.745163,-2.230835,-1.479050,-7.299362,-0.496231,2.626999,4.326889,3.359634,6.660034,4.122177,4.286179,9.319992,14.590836,14.315491,7.160431,3.485321,1.385605,2.105072,11.019180,12.394638,9.756241,6.162552,10.554718,-1.808960,13.202698,10.624146,13.966446,13.405014,16.044617,13.807220,14.682297,20.696548,28.876358,29.656845,12.834000,7.110657,5.853683,8.931442
Se lever (depuis position allongée),Maison,9.849274,12.691193,10.191650,13.214325,10.617813,10.516052,8.701248,5.611542,3.024597,1.807144,1.366623,0.678284,0.950027,4.632309,3.820679,1.905319,-0.675644,-0.888718,-1.153275,-0.294952,-1.093170,-1.059647,-1.495392,-2.192108,-2.398010,1.621857,2.482574,4.679245,4.496094,5.951767,7.158447,8.679962,8.800873,10.049438,10.381042,7.224289,4.682846,4.728333,5.940994,8.123306,0.642212,-2.682144,-0.475876,1.287445,-4.189285,-2.014160,3.023239,5.339630,1.793823,3.755875,1.987747,4.073105,9.782074,17.935532,13.125580,6.675598,5.054718,2.598267,2.537216,1.535248,9.398315,8.949402,8.220383,12.309662,4.030518,10.123749,14.207062,15.630417,9.314514,11.514786,10.512817,13.431351,19.532974,32.617279,27.327301,15.805206,9.061920,6.437881,7.324936,9.363602
Se lever (depuis position allongée),Maison,9.818146,9.729568,11.573105,14.847168,11.350433,12.332062,8.865265,7.668152,5.890457,7.457474,6.155014,3.286774,1.783203,-0.207565,0.515472,5.095581,2.297958,0.817154,1.231339,0.744125,-0.414413,-0.497009,-0.753189,-1.296677,-1.093170,-1.685730,-0.531738,4.478134,6.364761,7.305695,6.126541,5.598618,6.857971,10.000366,12.168320,12.460403,8.441742,4.595459,3.850861,5.346039,0.085556,0.763123,3.147736,1.514893,-0.937958,-2.340973,-1.845367,-0.961899,-3.230408,-0.892471,1.948242,2.458206,3.219574,6.594193,11.566956,14.435211,7.620117,4.059937,3.510468,2.194855,9.489288,9.995682,13.967651,15.065384,9.319305,8.305359,6.488159,11.184387,9.024811,13.870697,14.229797,11.343597,11.860748,16.386993,24.250748,31.991196,18.359818,9.472549,8.592667,8.285019
Se lever (depuis position allongée),Maison,10.087494,9.860046,9.862442,9.873215,9.654144,13.171234,17.083359,10.162918,7.748367,5.762375,4.453934,2.554138,1.817932,0.282043,0.272461,2.011856,4.163040,0.540619,0.859055,-0.245880,-1.425964,-0.860931,-0.456314,-0.932755,-2.043671,-2.024521,-5.029236,-2.522507,1.420746,4.152527,5.207169,4.406311,4.132172,9.416183,14.673843,12.294006,11.239365,12.219788,7.950928,4.645737,0.451874,0.143021,0.018524,0.353714,-2.105133,-4.893188,-6.885162,0.833740,2.142181,6.218307,6.405060,3.475754,3.408707,0.949860,8.474838,8.485611,9.006348,10.560196,4.981705,4.003662,9.113403,9.142136,9.424652,9.294174,5.505341,6.253525,5.168961,8.474152,11.311295,16.133209,16.066162,10.436203,9.358810,10.648087,23.421143,22.791473,24.408752,23.320602,13.791687,8.403519
S'assoir (depuis position allongée),Maison,9.909134,9.787018,11.731110,12.797729,10.674072,11.625778,9.782242,8.538452,8.193680,7.722031,5.670197,4.495834,2.465561,2.574493,0.498718,-1.016815,-1.844009,-2.158844,-0.888718,-1.700348,-0.239639,-0.153442,-0.850159,-1.238022,-1.139862,-1.349350,-0.049301,3.097885,4.135773,5.672836,5.460953,6.094223,7.338013,8.610535,8.831985,8.357941,8.152039,8.266968,7.858749,7.157242,0.084366,1.377228,0.909164,-0.817062,-1.456314,-0.322647,-1.621506,-0.527359,0.931915,1.547211,4.840439,5.229507,4.857208,3.707977,3.190842,5.173233,6.360764,6.594193,6.548706,6.916214,9.753860,11.010803,11.790115,10.742645,8.077896,9.953781,8.111435,11.108978,13.261368,14.942078,15.971588,15.819565,14.660782,14.893005,12.521545,12.514359,12.668793,12.702316,13.518738,12.373108
S'assoir (depuis position allongée),Maison,10.456207,11.302551,12.297348,12.288971,8.091934,9.291428,8.931091,6.900818,2.693008,0.035446,-0.460159,-0.688797,-0.135742,0.143173,-0.043564,-0.725922,-1.234680,-1.668030,-1.781754,-1.646484,-1.271545,-1.425964,-1.279922,0.331375,2.308990,5.235901,4.843246,4.960571,5.732697,7.803680,8.796082,9.316818,9.256958,8.756577,8.308853,8.141266,7.656433,7.722275,8.148453,7.812057,0.244766,-0.260406,-0.696152,-1.013382,0.244766,-0.455536,1.298218,1.293427,2.959793,1.654953,2.149353,5.126556,4.639328,5.885513,5.855591,5.508423,5.758621,6.299713,6.235062,6.889877,9.429428,9.616180,10.321274,11.606964,10.645691,14.071793,15.072556,13.154816,11.385498,9.494080,10.485275,13.754578,13.760544,14.785263,14.120880,12.923767,12.180374,12.353958,12.601761,13.055450
S'assoir (depuis position allongée),Maison,11.771820,10.372406,10.368820,10.051590,10.071930,11.327698,7.948273,6.811035,5.351761,2.016647,0.705811,-1.087433,-0.342850,-0.160889,-0.031601,-1.008423,-0.953369,-1.396286,-1.603394,-1.688385,0.615097,0.785080,0.722824,1.633820,2.932678,3.519257,4.144150,5.397507,5.867966,6.824448,8.373505,9.193512,8.893051,8.247803,7.771362,7.569046,7.430191,7.595383,7.997620,8.180771,1.633408,0.692490,2.173294,0.913956,-1.122314,1.032471,5.283371,5.850800,3.903107,2.879593,3.642151,4.876358,4.950577,5.776581,5.553909,5.187607,5.909454,6.585815,6.412231,6.247040,14.020325,11.849976,13.264938,12.599365,11.882294,15.879425,17.375793,18.059341,15.122833,11.720688,12.721466,12.982437,13.500778,13.863495,13.293671,11.748230,12.386276,12.784912,12.806458,12.739426
S'assoir (depuis position allongée),Maison,9.632599,10.198822,10.613022,11.786179,11.515640,12.029190,9.125031,7.931519,6.087982,3.519012,1.360626,0.550201,0.253311,0.168320,0.537033,-0.165665,-0.786972,-0.782181,-1.080261,-1.757813,0.617493,0.399612,0.487000,0.305038,0.223633,1.967819,1.958237,3.679672,6.115768,5.593842,7.868332,9.359909,8.848755,8.768539,8.033524,7.813263,8.057465,7.705521,7.855164,8.147247,1.993744,2.173294,1.789032,1.908737,0.269913,0.226822,0.834946,3.455399,5.397095,4.640533,3.390747,4.119781,4.383148,4.269424,5.642502,5.786148,5.011627,5.546738,5.871140,5.784958,12.243835,12.771729,12.889053,13.999954,12.009186,14.223831,11.918213,15.066589,17.600845,13.753387,12.619705,14.029892,13.485214,13.206284,14.213058,13.433746,12.282120,12.470078,12.646042,12.174393
S'assoir (depuis position allongée),Maison,10.550781,12.084259,9.394379,8.850891,8.650970,11.201996,11.460571,14.983643,11.615005,9.177704,7.996155,3.453171,-1.028778,-2.914215,-2.989639,-2.988434,-5.498749,-5.282074,-2.679581,-1.063492,0.184143,0.437927,0.210464,0.859299,1.776276,2.419128,1.411163,0.059631,1.400391,2.759094,4.582291,6.304916,7.667206,8.247803,8.910995,8.324417,8.286118,7.427795,7.378708,8.268158,1.465820,1.677704,1.437088,1.342514,1.386810,-0.322647,1.083939,1.388000,-0.277161,3.056763,4.897903,2.446243,1.414337,1.714813,2.618622,2.920288,2.947830,4.024017,5.923813,6.269775,12.200745,14.199890,11.041931,11.052704,11.814056,13.298477,13.955673,16.431274,12.738235,14.993561,17.476349,12.204330,8.052765,7.048401,8.539978,8.256271,5.735199,6.169739,10.622940,13.474442
S'assoir (depuis position allongée),Maison,12.351212,13.101791,12.048355,11.333679,7.107910,5.901230,5.380493,1.744904,0.624420,-1.644089,-0.852814,-0.657684,-0.288971,-1.595016,-1.987656,-1.641693,-2.698730,-1.992447,-1.500443,-1.203552,-0.283936,-0.543701,-0.204926,2.255127,3.664108,5.877548,6.455750,6.886703,8.002396,9.499969,9.276123,8.711090,7.414627,7.728271,8.029938,7.967682,8.439346,8.122116,8.253799,8.324417,3.515259,1.567566,-0.061691,-1.267166,1.103088,5.027191,4.251465,3.125000,1.992538,2.559967,3.187241,5.848404,6.728271,5.097824,5.705948,6.807281,5.539551,6.302109,5.412659,5.693970,15.582535,14.125656,11.781738,12.321640,11.875107,16.805969,16.087708,11.756607,10.619354,10.415848,11.610550,13.901810,13.853928,11.231079,11.748230,13.133270,11.280167,12.431778,12.166016,12.814835
S'assoir (depuis position allongée),Maison,10.884766,10.368820,10.551971,10.171295,10.803360,11.637741,9.714005,6.680542,6.541687,1.969955,0.301193,-2.644867,-2.474884,-2.898651,-1.311295,-1.122162,-1.258621,-1.499237,-1.511215,-1.657257,0.939499,0.761139,1.619461,1.635025,2.074356,2.444260,3.597076,4.705582,5.925430,6.224701,7.442154,8.697922,9.088165,9.053452,8.408218,7.619324,7.226685,7.638489,8.344772,8.612930,1.441879,2.050003,1.720795,1.762695,-0.212524,-1.104355,-0.133514,4.779388,5.441391,4.500473,3.755875,2.652145,3.615814,4.794952,6.084229,5.406677,4.554337,4.702774,5.749039,6.876709,13.266144,13.179962,13.892227,13.569016,12.665192,12.977646,13.177567,16.165512,17.908508,12.695129,11.499222,8.705200,10.229095,10.949753,13.181152,11.903839,10.522400,10.842026,12.582596,13.832382
S'assoir (depuis position allongée),Maison,-8.951187,-9.459961,-9.588058,-11.326248,-11.451935,-10.396088,-9.121185,-6.293625,-3.140472,-0.814499,1.717361,4.704132,3.503448,3.766800,3.162262,1.906509,1.640747,1.482742,1.375000,1.310349,1.976196,1.965424,2.055206,3.005707,1.852890,3.656921,4.285400,4.927048,5.413071,6.022400,5.016830,6.324066,8.413010,8.199921,7.527145,7.601379,6.376740,6.818466,7.314072,7.130905,2.236755,3.224350,2.883179,2.376816,2.525253,0.664948,4.618973,5.501236,4.526794,5.215134,5.588623,4.077896,5.996841,5.915436,6.024368,4.687210,7.292099,6.636093,5.485672,6.704330,-4.738235,-4.270187,-4.649673,-5.943726,-7.073792,-6.074219,-0.216812,4.134659,6.799393,10.423035,12.322815,15.106094,17.913300,17.882156,16.713776,14.195099,15.309586,14.937302,14.174744,15.145584
S'assoir (depuis position allongée),Maison,10.395157,11.272629,11.561127,11.579086,9.846878,10.122208,8.436691,5.664215,4.931580,4.051712,4.325851,1.847855,2.163879,0.339508,-0.482910,-0.435013,-0.498459,-0.373962,0.718979,1.301971,-0.916000,-0.746017,-0.309067,-0.076828,0.487000,2.410736,4.482925,6.069077,6.868744,7.031555,7.467300,7.662430,7.712708,7.958115,8.405823,7.643265,7.730652,7.281754,6.681992,5.920639,1.664536,1.906342,1.560379,1.063583,-0.244843,-2.106339,1.031265,1.790222,5.364777,5.605392,3.078308,4.498077,3.658905,3.438644,4.435822,8.341965,8.297668,7.575821,7.035919,7.344772,11.143692,12.432953,12.812439,12.565842,10.089035,10.426605,13.950882,13.523514,17.165100,16.688660,14.871460,14.008362,13.535492,11.736267,12.358734,15.550217,15.529861,14.483612,14.436890,14.567383
S'assoir (depuis position allongée),Maison,-8.059357,-9.031403,-8.979919,-9.158295,-9.135544,-11.963104,-11.392090,-10.593613,-9.682617,-8.718964,-7.828308,-7.635574,-5.713043,-2.521561,-0.478119,-0.060333,1.459991,1.407318,1.714981,1.894547,-2.936707,-3.137817,-2.600327,-0.045715,-2.913956,-4.308578,-1.789886,1.214844,4.451797,4.022034,5.156891,5.293365,5.715942,7.303299,8.518356,9.892624,9.964447,9.436523,8.604538,8.234634,1.087524,-0.539322,-0.776352,1.573547,1.329346,-1.858536,-1.894440,-0.350189,1.085144,0.278290,-0.205338,1.245544,1.482574,1.863251,3.016068,2.744324,3.864807,4.489685,4.316116,3.687637,-9.908539,-12.708542,-12.356598,-7.630463,-10.720154,-18.130219,-15.076416,-9.728958,-4.145676,-4.418640,-2.876755,-1.096664,1.485474,6.644989,11.056305,12.576614,15.289246,15.333527,14.635635,13.816818
S'assoir (depuis position allongée),Maison,10.014481,9.753510,11.088272,10.857239,12.069901,11.770615,11.800552,9.959412,7.506546,3.119171,3.005447,3.613571,1.864609,0.708206,0.071350,0.535828,0.188675,0.716599,0.345490,-0.761826,-0.402451,-0.953110,-1.210480,-1.094376,-1.048874,-0.921982,-0.780731,1.816986,4.497284,6.387512,6.962128,6.762207,8.008392,8.575806,8.311249,7.995224,7.546310,7.363144,7.428986,7.751007,1.866837,2.849670,2.112244,1.542435,0.341736,-1.107956,-1.639465,-0.208923,3.116623,3.176468,5.116974,3.640945,3.540390,4.721924,4.366394,5.518005,7.741013,7.405823,6.187180,5.407867,11.478867,11.650070,11.990036,11.305298,11.362762,9.740677,9.380356,11.567474,15.120453,12.683151,15.084549,14.016724,13.413391,14.005936,12.748993,14.049057,15.475998,15.485565,13.961655,12.397049
S'assoir (depuis position allongée),Maison,-9.473129,-10.731277,-12.790298,-12.122314,-10.361374,-8.610016,-6.214615,-3.440933,-3.084198,-2.413834,-1.903854,-0.564301,0.878204,1.579697,1.730530,1.043396,1.685043,1.574921,0.934464,0.660324,0.348145,0.727615,0.181747,1.406372,2.080338,3.753891,5.129364,6.862762,6.908249,6.443771,7.507996,8.331604,8.495605,7.913818,6.965714,6.367157,5.798538,5.851212,5.707565,6.154083,3.491302,3.583481,1.325760,0.535675,0.374054,1.265900,2.867615,2.454620,4.976913,5.312103,3.707977,5.121765,4.961349,6.676788,6.971283,7.199921,6.843185,7.269363,8.956070,8.681946,-5.633682,-6.420181,-11.282791,-10.180267,-7.906982,-3.590225,1.782364,5.876450,8.800964,9.342041,9.312119,12.889069,14.335159,16.170303,15.667526,14.610474,14.326767,14.695496,15.598099,15.496353
S'allonger (depuis position assise),Maison,-0.449387,-0.201584,0.358658,1.639557,4.011017,4.584427,4.167831,1.623993,2.036987,5.048904,6.957077,7.923141,10.192841,9.571548,10.644150,16.483612,8.982574,8.994537,8.707245,10.665695,5.756638,5.620163,5.573486,6.132523,6.040359,6.200760,6.095413,5.501663,5.963745,9.358719,7.846771,4.030426,-1.680954,-2.085571,-3.410751,-0.198944,-0.243225,0.252365,-0.578415,-2.444702,8.420975,8.498779,8.225845,7.620117,6.827637,7.153244,7.720673,7.295700,5.042755,3.074722,0.960632,1.201248,-2.749176,-5.162537,-4.475403,-3.635025,1.743546,0.943878,-0.923599,-1.055283,13.728226,13.917358,14.157990,15.392197,16.879013,17.938431,17.983917,14.421356,13.043488,17.482346,15.764481,13.154816,5.762711,2.323441,2.757996,12.649643,10.482895,10.190781,7.205231,7.165710
S'allonger (depuis position assise),Maison,0.369431,-0.050751,-0.221939,-0.436218,1.142761,2.461960,-0.705566,-2.069061,-3.695923,-6.558197,-5.490372,-7.541016,-3.655228,-4.037094,-1.051529,1.085297,-0.403900,-1.530365,-2.596985,-2.310883,4.249496,4.479340,5.331665,5.788956,7.042328,7.660034,7.746216,7.384705,6.987259,9.687912,8.919388,7.646866,4.820511,6.986069,8.226257,9.358719,10.240982,7.949722,7.057892,8.833191,9.365479,8.725037,8.100143,7.752991,7.293304,6.794113,4.805725,4.645309,3.217178,1.026474,-1.117523,-3.210068,-8.440201,-6.520050,-5.773056,-5.802979,-5.943039,-5.442657,-6.298584,-7.061142,13.984406,13.153625,13.209869,13.105728,15.478394,16.916107,11.846375,9.960953,6.508514,4.156189,2.311493,-3.104218,-7.274918,-3.571075,1.401672,4.641037,3.894043,0.976700,-1.837677,-0.538834
S'allonger (depuis position assise),Maison,-0.886322,-1.195175,-1.340027,-1.355591,-0.487686,1.035019,3.026993,5.324234,5.233246,3.715332,3.271210,10.221573,7.973419,10.641754,12.342834,9.915115,15.609726,10.390366,7.680130,8.868851,7.506805,7.730652,7.859940,7.837204,7.841995,7.592987,7.688766,7.351181,7.305695,6.757416,5.080276,7.387085,3.411514,0.105133,-1.621094,-3.537643,-4.054794,0.085968,1.399200,0.439117,7.198730,7.094589,6.630112,6.433777,5.994446,5.540741,4.636932,3.748688,4.329285,3.669678,0.969025,1.147385,0.157379,-1.019363,-2.305054,-4.596298,-1.190552,1.247940,1.438278,0.121475,13.819214,13.630066,13.150024,12.915390,13.348755,14.168747,15.352692,16.424103,16.868225,14.142426,9.320511,18.756042,11.542313,9.727524,8.416687,1.781174,10.364380,11.724274,10.517609,9.429443
S'allonger (depuis position assise),Maison,1.017059,0.563370,0.849472,-0.047165,-0.984482,-1.156876,-2.399460,-4.812820,-6.182297,-7.462006,-11.331024,-12.608337,-11.951126,-9.561722,-9.392929,-11.594391,-9.075699,-10.557709,-9.444397,-9.401306,7.762985,7.227875,6.476105,6.822067,7.387085,7.822830,6.419830,5.420258,4.637344,4.540390,-0.026550,-0.759186,-2.334564,-1.849731,-0.404831,0.494186,-2.152603,-1.835373,-2.445892,-2.176544,7.769745,7.113739,7.353149,6.658844,6.858749,6.369141,5.132538,1.583130,0.354904,-3.327377,-4.846497,-2.211685,-2.674957,-2.953888,0.934296,3.470963,1.219208,-0.650665,2.060776,2.684464,16.549789,14.904984,14.678726,13.433746,13.261353,13.035095,9.152908,2.190567,-1.190048,-6.248993,-16.204071,-15.579208,-16.960648,-14.365341,-8.863464,-7.629242,-10.009094,-13.043747,-9.829514,-8.893387
S'allonger (depuis position assise),Maison,0.157547,0.432877,0.455627,-0.068710,-0.553528,-1.434601,-1.770981,-0.455368,1.054169,3.471115,4.961517,5.077637,9.262695,10.016861,8.472610,10.417892,10.548386,9.684082,14.614929,9.512894,8.623703,8.559052,8.772141,9.127670,9.231827,9.302460,9.179153,8.778122,7.947342,7.466095,6.338425,5.690796,4.649323,4.472153,1.083160,-2.052048,-2.678131,-2.424347,-1.793472,-1.333786,4.686020,4.665665,4.469345,5.172043,4.824875,4.604614,4.404694,4.414276,3.976135,2.545593,1.884796,0.985779,0.297440,-2.761154,-1.957901,-1.565247,-0.861343,1.332932,0.716431,0.845718,13.467270,13.657593,13.697113,14.231003,13.503174,12.472473,11.812866,12.737030,12.977646,13.482803,13.184738,11.754211,14.209457,11.727859,7.597870,6.800598,7.008911,8.592667,13.537888,9.024826
S'allonger (depuis position assise),Maison,0.067764,0.420914,-0.286575,-0.254257,0.198242,-0.047165,0.200638,0.237747,0.753708,0.094101,1.184662,1.148743,1.058960,1.706589,-0.136948,-0.236298,-0.115387,-0.395508,-0.065109,-0.812103,8.803268,8.782913,9.199509,9.382660,9.118103,8.660812,8.107742,7.502014,7.958115,7.343994,5.987686,4.639740,2.494537,2.172516,1.960632,1.843323,1.694870,0.682129,1.358490,3.182877,4.162888,4.872757,5.224716,5.170837,5.048737,4.719528,2.728760,-0.115555,-1.016968,-3.647003,-9.780945,-11.321609,-10.887070,-8.265411,-9.036346,-12.185928,-10.241837,-9.798904,-10.634476,-9.612152,13.033920,14.076584,14.137650,14.299240,14.365082,13.333176,11.037140,7.624207,7.694855,3.791092,-2.608597,-5.533127,-7.333572,-4.386307,-7.212662,-10.578903,-8.662354,-9.512283,-9.341095,-7.241379
